,Id,file_id,words
250,s14,08_1056.xml,"[1258, 3, 901, 15, 5828]"
251,s14,08_1056.xml,"[3, 901, 15, 5828, 201534]"
252,s14,08_1056.xml,"[901, 15, 5828, 201534, 22]"
253,s14,08_1056.xml,"[15, 5828, 201534, 22, 201534]"
254,s15,08_1056.xml,"[6, 5732, 0, 1258, 1225]"
255,s15,08_1056.xml,"[5732, 0, 1258, 1225, 12]"
256,s15,08_1056.xml,"[0, 1258, 1225, 12, 69579]"
257,s15,08_1056.xml,"[1258, 1225, 12, 69579, 54]"
258,s15,08_1056.xml,"[1225, 12, 69579, 54, 12264]"
259,s15,08_1056.xml,"[12, 69579, 54, 12264, 201534]"
260,s15,08_1056.xml,"[69579, 54, 12264, 201534, 13]"
261,s15,08_1056.xml,"[54, 12264, 201534, 13, 7]"
262,s15,08_1056.xml,"[12264, 201534, 13, 7, 44772]"
263,s15,08_1056.xml,"[201534, 13, 7, 44772, 201534]"
264,s15,08_1056.xml,"[13, 7, 44772, 201534, 4]"
265,s15,08_1056.xml,"[7, 44772, 201534, 4, 10306]"
266,s15,08_1056.xml,"[44772, 201534, 4, 10306, 0]"
267,s15,08_1056.xml,"[201534, 4, 10306, 0, 10550]"
268,s15,08_1056.xml,"[4, 10306, 0, 10550, 6]"
269,s15,08_1056.xml,"[10306, 0, 10550, 6, 201534]"
270,s15,08_1056.xml,"[0, 10550, 6, 201534, 0]"
271,s15,08_1056.xml,"[10550, 6, 201534, 0, 12264]"
272,s15,08_1056.xml,"[6, 201534, 0, 12264, 4]"
273,s15,08_1056.xml,"[201534, 0, 12264, 4, 30]"
274,s15,08_1056.xml,"[0, 12264, 4, 30, 25037]"
275,s15,08_1056.xml,"[12264, 4, 30, 25037, 4]"
276,s15,08_1056.xml,"[4, 30, 25037, 4, 1263]"
277,s15,08_1056.xml,"[30, 25037, 4, 1263, 396]"
278,s15,08_1056.xml,"[25037, 4, 1263, 396, 201534]"
279,s16,08_1056.xml,"[7, 14149, 12264, 3915, 54]"
280,s16,08_1056.xml,"[14149, 12264, 3915, 54, 30]"
281,s16,08_1056.xml,"[12264, 3915, 54, 30, 201534]"
282,s17,08_1056.xml,"[69579, 54, 30, 1375, 19]"
283,s17,08_1056.xml,"[54, 30, 1375, 19, 1778]"
284,s17,08_1056.xml,"[30, 1375, 19, 1778, 3]"
285,s17,08_1056.xml,"[1375, 19, 1778, 3, 0]"
286,s17,08_1056.xml,"[19, 1778, 3, 0, 201534]"
287,s18,08_1056.xml,"[7, 201534, 13472, 13, 0]"
288,s18,08_1056.xml,"[201534, 13472, 13, 0, 1050]"
289,s18,08_1056.xml,"[13472, 13, 0, 1050, 626]"
290,s18,08_1056.xml,"[13, 0, 1050, 626, 3]"
291,s18,08_1056.xml,"[0, 1050, 626, 3, 909]"
292,s18,08_1056.xml,"[1050, 626, 3, 909, 622]"
293,s18,08_1056.xml,"[626, 3, 909, 622, 46]"
294,s18,08_1056.xml,"[3, 909, 622, 46, 58560]"
295,s18,08_1056.xml,"[909, 622, 46, 58560, 130]"
296,s18,08_1056.xml,"[622, 46, 58560, 130, 1547]"
297,s18,08_1056.xml,"[46, 58560, 130, 1547, 3]"
298,s18,08_1056.xml,"[58560, 130, 1547, 3, 130]"
299,s18,08_1056.xml,"[130, 1547, 3, 130, 48]"
300,s18,08_1056.xml,"[1547, 3, 130, 48, 46]"
301,s18,08_1056.xml,"[3, 130, 48, 46, 56]"
302,s18,08_1056.xml,"[130, 48, 46, 56, 3]"
303,s18,08_1056.xml,"[48, 46, 56, 3, 0]"
304,s18,08_1056.xml,"[46, 56, 3, 0, 10550]"
305,s18,08_1056.xml,"[56, 3, 0, 10550, 15]"
306,s18,08_1056.xml,"[3, 0, 10550, 15, 201534]"
307,s19,08_1056.xml,"[0, 69579, 5052, 98, 201534]"
308,s19,08_1056.xml,"[69579, 5052, 98, 201534, 54]"
309,s19,08_1056.xml,"[5052, 98, 201534, 54, 30]"
310,s19,08_1056.xml,"[98, 201534, 54, 30, 10904]"
311,s19,08_1056.xml,"[201534, 54, 30, 10904, 17]"
312,s19,08_1056.xml,"[54, 30, 10904, 17, 84]"
313,s19,08_1056.xml,"[30, 10904, 17, 84, 460]"
314,s19,08_1056.xml,"[10904, 17, 84, 460, 19]"
315,s19,08_1056.xml,"[17, 84, 460, 19, 4]"
316,s19,08_1056.xml,"[84, 460, 19, 4, 201534]"
317,s20,08_1056.xml,"[69579, 1386, 12, 201534, 4645]"
318,s20,08_1056.xml,"[1386, 12, 201534, 4645, 17]"
319,s20,08_1056.xml,"[12, 201534, 4645, 17, 20]"
320,s20,08_1056.xml,"[201534, 4645, 17, 20, 6]"
321,s20,08_1056.xml,"[4645, 17, 20, 6, 0]"
322,s20,08_1056.xml,"[17, 20, 6, 0, 489]"
323,s20,08_1056.xml,"[20, 6, 0, 489, 2627]"
324,s20,08_1056.xml,"[6, 0, 489, 2627, 3]"
325,s20,08_1056.xml,"[0, 489, 2627, 3, 0]"
326,s20,08_1056.xml,"[489, 2627, 3, 0, 5052]"
327,s20,08_1056.xml,"[2627, 3, 0, 5052, 98]"
328,s20,08_1056.xml,"[3, 0, 5052, 98, 6456]"
329,s20,08_1056.xml,"[0, 5052, 98, 6456, 201534]"
330,s21,08_1056.xml,"[0, 901, 15, 3610, 21]"
331,s21,08_1056.xml,"[901, 15, 3610, 21, 49543]"
332,s21,08_1056.xml,"[15, 3610, 21, 49543, 12]"
333,s21,08_1056.xml,"[3610, 21, 49543, 12, 0]"
334,s21,08_1056.xml,"[21, 49543, 12, 0, 3198]"
335,s21,08_1056.xml,"[49543, 12, 0, 3198, 3]"
336,s21,08_1056.xml,"[12, 0, 3198, 3, 201534]"
337,s21,08_1056.xml,"[0, 3198, 3, 201534, 35]"
338,s21,08_1056.xml,"[3198, 3, 201534, 35, 3197]"
339,s21,08_1056.xml,"[3, 201534, 35, 3197, 22]"
340,s21,08_1056.xml,"[201534, 35, 3197, 22, 64]"
341,s21,08_1056.xml,"[35, 3197, 22, 64, 1304]"
342,s21,08_1056.xml,"[3197, 22, 64, 1304, 246]"
343,s21,08_1056.xml,"[22, 64, 1304, 246, 3]"
344,s21,08_1056.xml,"[64, 1304, 246, 3, 201534]"
345,s21,08_1056.xml,"[1304, 246, 3, 201534, 560]"
346,s21,08_1056.xml,"[246, 3, 201534, 560, 6]"
347,s21,08_1056.xml,"[3, 201534, 560, 6, 0]"
348,s21,08_1056.xml,"[201534, 560, 6, 0, 5307]"
349,s21,08_1056.xml,"[560, 6, 0, 5307, 201534]"
350,s23,08_1056.xml,"[422, 0, 801, 15, 1039]"
351,s23,08_1056.xml,"[0, 801, 15, 1039, 4]"
352,s23,08_1056.xml,"[801, 15, 1039, 4, 1092]"
353,s23,08_1056.xml,"[15, 1039, 4, 1092, 6]"
354,s23,08_1056.xml,"[1039, 4, 1092, 6, 0]"
355,s23,08_1056.xml,"[4, 1092, 6, 0, 147]"
356,s23,08_1056.xml,"[1092, 6, 0, 147, 31416]"
357,s23,08_1056.xml,"[6, 0, 147, 31416, 201534]"
358,s23,08_1056.xml,"[0, 147, 31416, 201534, 421]"
359,s23,08_1056.xml,"[147, 31416, 201534, 421, 304]"
360,s23,08_1056.xml,"[31416, 201534, 421, 304, 201534]"
361,s24,08_1056.xml,"[13, 201534, 206, 304, 201534]"
362,s24,08_1056.xml,"[201534, 206, 304, 201534, 0]"
363,s24,08_1056.xml,"[206, 304, 201534, 0, 42454]"
364,s24,08_1056.xml,"[304, 201534, 0, 42454, 10]"
365,s24,08_1056.xml,"[201534, 0, 42454, 10, 69579]"
366,s24,08_1056.xml,"[0, 42454, 10, 69579, 378]"
367,s24,08_1056.xml,"[42454, 10, 69579, 378, 836]"
368,s24,08_1056.xml,"[10, 69579, 378, 836, 4]"
369,s24,08_1056.xml,"[69579, 378, 836, 4, 0]"
370,s24,08_1056.xml,"[378, 836, 4, 0, 42454]"
371,s24,08_1056.xml,"[836, 4, 0, 42454, 10]"
372,s24,08_1056.xml,"[4, 0, 42454, 10, 201534]"
373,s24,08_1056.xml,"[0, 42454, 10, 201534, 433]"
374,s24,08_1056.xml,"[42454, 10, 201534, 433, 29]"
375,s24,08_1056.xml,"[10, 201534, 433, 29, 201534]"
376,s24,08_1056.xml,"[201534, 433, 29, 201534, 201534]"
377,s25,08_1056.xml,"[0, 901, 15, 6, 0]"
378,s25,08_1056.xml,"[901, 15, 6, 0, 284]"
379,s25,08_1056.xml,"[15, 6, 0, 284, 201534]"
380,s25,08_1056.xml,"[6, 0, 284, 201534, 0]"
381,s25,08_1056.xml,"[0, 284, 201534, 0, 221]"
382,s25,08_1056.xml,"[284, 201534, 0, 221, 1728]"
383,s25,08_1056.xml,"[201534, 0, 221, 1728, 4]"
384,s25,08_1056.xml,"[0, 221, 1728, 4, 1857]"
385,s25,08_1056.xml,"[221, 1728, 4, 1857, 5]"
386,s25,08_1056.xml,"[1728, 4, 1857, 5, 1229]"
387,s25,08_1056.xml,"[4, 1857, 5, 1229, 3622]"
388,s25,08_1056.xml,"[1857, 5, 1229, 3622, 17]"
389,s25,08_1056.xml,"[5, 1229, 3622, 17, 201534]"
390,s25,08_1056.xml,"[1229, 3622, 17, 201534, 749]"
391,s25,08_1056.xml,"[3622, 17, 201534, 749, 1303]"
392,s25,08_1056.xml,"[17, 201534, 749, 1303, 201534]"
393,s25,08_1056.xml,"[201534, 749, 1303, 201534, 0]"
394,s25,08_1056.xml,"[749, 1303, 201534, 0, 1069]"
395,s25,08_1056.xml,"[1303, 201534, 0, 1069, 564]"
396,s25,08_1056.xml,"[201534, 0, 1069, 564, 5052]"
397,s25,08_1056.xml,"[0, 1069, 564, 5052, 13]"
398,s25,08_1056.xml,"[1069, 564, 5052, 13, 0]"
399,s25,08_1056.xml,"[564, 5052, 13, 0, 284]"
400,s25,08_1056.xml,"[5052, 13, 0, 284, 201534]"
401,s25,08_1056.xml,"[13, 0, 284, 201534, 192441]"
402,s26,08_1056.xml,"[425, 657, 249, 3, 0]"
403,s26,08_1056.xml,"[657, 249, 3, 0, 1257]"
404,s26,08_1056.xml,"[249, 3, 0, 1257, 3]"
405,s26,08_1056.xml,"[3, 0, 1257, 3, 201534]"
406,s26,08_1056.xml,"[0, 1257, 3, 201534, 201534]"
407,s26,08_1056.xml,"[1257, 3, 201534, 201534, 4]"
408,s26,08_1056.xml,"[3, 201534, 201534, 4, 642]"
409,s26,08_1056.xml,"[201534, 201534, 4, 642, 0]"
410,s26,08_1056.xml,"[201534, 4, 642, 0, 221]"
411,s26,08_1056.xml,"[4, 642, 0, 221, 0]"
412,s26,08_1056.xml,"[642, 0, 221, 0, 6003]"
413,s26,08_1056.xml,"[0, 221, 0, 6003, 3]"
414,s26,08_1056.xml,"[221, 0, 6003, 3, 201534]"
415,s26,08_1056.xml,"[0, 6003, 3, 201534, 93]"
416,s26,08_1056.xml,"[6003, 3, 201534, 93, 201534]"
417,s26,08_1056.xml,"[3, 201534, 93, 201534, 201534]"
418,s26,08_1056.xml,"[201534, 93, 201534, 201534, 5]"
419,s26,08_1056.xml,"[93, 201534, 201534, 5, 297523]"
420,s27,08_1056.xml,"[425, 407, 249, 3, 201534]"
421,s27,08_1056.xml,"[407, 249, 3, 201534, 201534]"
422,s27,08_1056.xml,"[249, 3, 201534, 201534, 4]"
423,s27,08_1056.xml,"[3, 201534, 201534, 4, 70910]"
