,Id,Name,file_id,text
48,s41,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"It also stated that it was content to consider any reasonable amendments to the Deed proposed by UWA provided that they were designed to clarify or perfect its terms, but not otherwise impact on its substance."
49,s42,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,If the offer were accepted it would no longer be necessary for Sirtex to pursue its cross-claim against CRI.
50,s43,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The letter continued:    7.
51,s44,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Sirtex notes UWA's interest in a Scholarship to be funded by Sirtex.
52,s45,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,We are instructed that Sirtex would be happy to consider such a proposal (or a proposal to sponsor research undertaken at UWA) following the resolution of these proceedings.
53,s46,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml, The offer contained in the letter remained open until 10am on 19 March 2007 at which time it would be withdrawn.
54,s47,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Sirtex reserved all of its rights and stated it would rely upon the letter to claim indemnity costs from that date.
55,s48,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,7 The Deed of Settlement attached to the letter provided for a mutual release by UWA and Sirtex of each other and their associated entities from all claims made against each other in the proceeding or arising from or in connection with its subject matter including all claims for transfer of ownership of the patents in contention.
56,s49,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,It also provided for UWA to acknowledge Sirtex's ownership of the patents and undertake not to challenge Sirtex's entitlement to remain their registered owner.
57,s50,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"UWA would undertake to take all reasonably necessary steps to ratify, perfect and/or defend Sirtex's registration and/or ownership of the patents as requested by Sirtex in writing."
58,s51,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,These provisions were stated to be without prejudice to UWA's right to claim against Dr Gray that it had a beneficial interest in the patents for the purposes of its claim to his shareholding in Sirtex.
59,s52,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"8 Clause 3 of the Deed provided:    3.1 If UWA has Substantial Success against Gray in the Proceeding, Sirtex shall (at Sirtex's election) within 28 days of the date of Substantial Success:   3.1.1 provide UWA with the Share Allotment; or  3.1.2 pay UWA the Settlement Amount."
60,s53,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,3.2 Sirtex shall not be liable to provide UWA with the Share Allotment or the Settlement Amount in accordance with clause 3.1 of this Deed if UWA does not have Substantial Success against Gray in the Proceeding.
61,s54,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml," 9 The term ""Substantial Success"" was defined in clause 8.1 thus:  Substantial Success means   (i) a final Court order in the Proceeding (including and subject to any appeal) dealing with the question of ownership of the Patents as between UWA and Gray (and such order will be deemed not final unless and until the period for filing an appeal against such order as prescribed in the relevant court rules has expired, and such expiry date shall be treated as the date of the final order for the purposes of this Deed); or   (ii) any written settlement agreement executed between UWA and Gray dealing with the question of ownership of the Patents as between UWA and Gray and served upon Sirtex,   which has the effect of:   (iii) declaring that UWA has been at 17 April 1997 or any later time a beneficial owner of any of the Patents;   (iv) transferring more than 10% of Gray's Shareholding in Sirtex to UWA; and/or  (v) Gray having a liability to pay UWA an amount of more than 10% of the value of Gray's Shareholding in Sirtex as at the Settlement Date to be agreed by the Parties immediately before the execution of this Deed or counterparts to this Deed."
62,s55,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml," 10 The Settlement Amount was defined as ""AUD$1.5 million""."
63,s56,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"The ""Share Allotment"" was defined as ""an issue of shares in Sirtex to the value of $1.5m (rounded up)""."
64,s57,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The value of the shares was to be calculated by reference to the Volume Weighted Average Price for the five business days commencing two days after the Settlement Date.
65,s58,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"The Settlement Date was defined as ""the date of exchange of the duly executed counterparts of this Deed""."
66,s59,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,11 Mr Price said in his initial affidavit that no response was received to the offer from UWA.
67,s60,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,That statement was erroneous as he acknowledged in a second affidavit.
68,s61,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,On 15 March 2007 the solicitors for UWA wrote back to the solicitors for Sirtex in the following terms:    1.
69,s62,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,We refer to your letter dated 14 March 2007 with respect to an offer to settle by Sirtex Medical Limited.
70,s63,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,2.
71,s64,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The offer of settlement is unacceptable to our client.
72,s65,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,3.
73,s66,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The effect of your offer of 14 March 2007 is to reject our client's offer of 10 March 2007.
74,s67,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"That is, it is no longer open to your client to accept it."
75,s68,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml," 12 In the course of closing submissions at the end of the substantive hearing, UWA indicated the orders it would seek to have made against Sirtex."
76,s69,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The orders it sought in its closing submissions were in the following terms:  The Court: 1.
77,s70,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"Makes the declarations sought in Order 7 of the second substituted application filed 1 March 2007 (""the Application"")."
78,s71,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,2.
79,s72,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"Subject to the undertaking by the applicant in paragraph 3 hereof, makes orders 8 to 10 sought in the application."
80,s73,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,3.
81,s74,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Notes the undertaking of the applicant to the Court that it will not seek to enforce the above order 2 upon the entry by Sirtex into a deed whereby the applicant will be entitled to royalties with respect to the intellectual property identified in the attached schedule in an amount as agreed between the parties within 14 days or as ordered by the Court upon the appointment and report of an expert pursuant to FCR Order 34 rule 2.
82,s75,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,4.
83,s76,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Order the second respondent to pay the applicant royalties in the amount set in accordance with order 3 above for the period 1 May 1997 to the date of judgment together with interest thereon.
84,s77,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,5.
85,s78,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Costs.
86,s79,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,13 A proposed deed in accordance with the proposed order 3 was annexed to the submissions.
87,s80,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The Deed provided for Sirtex to pay a royalty in respect of the exploitation of products using or incorporating a claim under any of the patents and patent applications specified in Schedule 1 to the Deed including any Confidential Information comprised in or relating to the inventions the subject of the patents.
88,s81,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The Deed would have contained an acknowledgment by UWA that nothing in it transferred title to the patents to UWA.
89,s82,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"UWA would have ratified, with effect from the date of execution of the Deed, each of the assignments to Sirtex pleaded in its statement of claim."
90,s83,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"The Deed included an undertaking by UWA not to challenge or question Sirtex's title to or interest in each of the patents, the validity of any of the patents or any application by Sirtex to register a trade mark in connection with any of the patents."
91,s84,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"It is not necessary to go further into the details of the deed, the substance of it is clear enough from the preceding outline."
92,s85,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,14 On 2 May 2008 the solicitors for Sirtex wrote to the solicitors for UWA seeking its consent to an order for indemnity costs.
93,s86,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"It referred, in particular, to paragraph 1569 and 1570 of the primary judgment in which it was said:  The case against Sirtex for knowing involvement in Dr Gray's alleged breaches of fiduciary duty and knowing assistance depends crucially upon the primary case against Dr Gray."
94,s87,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"That case having failed, the claim against Sirtex cannot succeed and will be dismissed."
95,s88,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,I should add as I have already found that Sirtex was not at any time on notice of a potential claim by UWA through any of its directors other than Dr Gray.
96,s89,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The application of any cause of action based on knowing involvement in his alleged breaches of fiduciary duty would have depended entirely upon his role as a director of Sirtex and whether his knowledge could be attributed to the company.
97,s90,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"15 On 8 May 2008, the time for filing an appeal from the primary judgment of 17 April 2008 expired."
98,s91,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA filed a notice of appeal in respect of the dismissal of its application against Dr Gray.
99,s92,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,It has not appealed against the dismissal of its application against Sirtex.
100,s93,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Submissions  16 Sirtex's primary submission on the hearing of the motion was that UWA acted unreasonably and imprudently in refusing the Sirtex offer.
101,s94,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"Sirtex acknowledged that its success in the cross-claim against Dr Gray left it open to seek from him, by way of damages, the difference between the costs it would recover from UWA on a party and party basis and the costs it had actually incurred in these proceedings."
102,s95,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,It submitted that having regard to UWA's conduct in refusing its offer justice required that the difference in costs be borne by UWA.
103,s96,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Dr Gray had no control over the conduct of UWA in responding to the Sirtex offer.
104,s97,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,17 Counsel for Sirtex submitted that it was clear at the time that UWA refused the offer that it was seeking to maintain an untenable position under which it would have everything from everybody.
105,s98,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"18 In its written outline of submissions, Sirtex acknowledged that the power to award indemnity costs is in the Court's discretion and would be exercised ""when the justice of the case so requires"": Federal Court of Australia Act 1976 (Cth) s 43(2)."
106,s99,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,As Sirtex put it the question for determination was whether it was unreasonable for UWA to reject its offer.
107,s100,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The reasonableness of the rejection was to be assessed:  (a) as at the date of the offer and on the basis of the evidence available at the time of the offer; but (b) with the benefit of hindsight as to the matters decided in the judgment.
108,s101,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,A conditional offer to settle was properly the subject of consideration by the Court.
109,s102,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,19 Sirtex set out a number of factors in favour of an award of indemnity costs:  (a) It would have been reasonable to expect UWA to accept Sirtex's offer.
110,s103,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,(b) UWA is in a significantly worse position as a result of running its trial against Sirtex than it would have been had it accepted the offer.
111,s104,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"(c) Assessed at the time of the offer, but with the benefit of hindsight (and even without the benefit of hindsight), UWA was highly unlikely to succeed in its claim."
112,s105,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,(d) It was entirely unnecessary for UWA to pursue a claim against Sirtex when it had two other respondents with very substantial assets available to them which would have satisfied the claims of UWA realistically put at their highest.
113,s106,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"(e) UWA initiated the ""open offer"" regime as a means of seeking to gain an advantage in relation to any award of costs."
114,s107,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"20 Sirtex, after referring to the absence of merit in the UWA case, submitted that the condition contained in its offer that UWA achieve ""Substantial Success"" against Dr Gray was, for two reasons, reasonable and prudent on the part of the board of a publicly listed company protecting innocent shareholders."
115,s108,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The case against Sirtex was contingent upon UWA's succeeding against Gray.
116,s109,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,That was self-evident on the pleadings.
117,s110,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"Secondly, UWA had maintained at all times that the conditions of Substantial Success would be satisfied."
118,s111,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,21 Sirtex was a public company.
119,s112,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,There was no question of its solvency at the time the open offer was made nor any need for security to be provided to support its offer.
120,s113,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Sirtex submitted that in substance it was offering UWA a very substantial sum to resolve the matter as between them on a condition that UWA have Substantial Success against the alleged primary wrong doer.
121,s114,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,This was in circumstances where UWA had secured the potential fruits of any judgment against Gray and CRI.
122,s115,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,22 Sirtex referred to the dates at which affidavits of evidence were filed.
123,s116,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA's affidavits in chief were filed on 5 December 2006.
124,s117,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Dr Gray's affidavit in chief was filed on 31 January 2007 and Sirtex's affidavits on 20 and 21 December 2006.
125,s118,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"UWA, it said, had nearly three months to consider Sirtex's evidence and six weeks to consider Dr Gray's evidence before the Sirtex offer was made."
126,s119,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"The evidence referred to, it was said, should clearly have indicated to UWA that its case against Sirtex was hopeless."
127,s120,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,It was said to be clear on the evidence that:  1.
128,s121,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,There was no implied contractual term conferring an interest on UWA in respect of intellectual property developed by Dr Gray.
129,s122,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,2.
130,s123,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Although Dr Gray was conducting research for the benefit of some entity other than UWA there was no claim against him for breach of fiduciary duty on that account.
131,s124,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,3.
132,s125,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA had no capacity to alienate or interfere with substantive property rights by regulation.
133,s126,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,4.
134,s127,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The Intellectual Property Regulations were not promulgated at the relevant time.
135,s128,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,5.
136,s129,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA had repeatedly failed to make a timely claim against Sirtex.
137,s130,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,6.
138,s131,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Professor Barber's reply to the Gorn letter was written in his capacity as Acting Vice Chancellor.
139,s132,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,7.
140,s133,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA adopted a deliberate strategy of withholding knowledge of a potential claim.
141,s134,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,8.
142,s135,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,Sirtex was not put on notice of the claim until October 2004.
143,s136,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,9.
144,s137,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"The claim, when finally made, was misleading."
145,s138,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,10.
146,s139,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA advanced for the first time in its closing submissions the contention that Sirtex was a volunteer but then decided not to press the submission.
147,s140,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,11.
148,s141,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,UWA could not rely on Dr Gray's knowledge to claim against Sirtex.
149,s142,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,This factor depends upon submissions on which no finding was made.
150,s143,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,12.
151,s144,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"There was no answer to Sirtex's defences based on estoppel, laches and delay."
152,s145,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,13.
153,s146,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,The relief sought by UWA was untenable.
154,s147,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,23 The preceding considerations were in part derived from findings made in the judgment.
155,s148,University of Western Australia v Gray (No 21) [2008] FCA 1056 (16 July 2008),08_1056.xml,"Some aspects involving UWA's reliance upon Dr Gray's knowledge to support its claim against Sirtex and the absence of any ""answer"" to defences based on estoppel, laches and delay reflect an assumption that Sirtex would have succeeded in relation to those matters."
